date,name,age,city,state,description,link
2012-04-07,Musto Douglas S.,27,Westfield,Massachusetts,Police received a domestic disturbance call when Musto reportedly tried to kick down his ex-girlfriend's door. Officers shot him to death after he allegedly stabbed an officer who was trying to handcuff him. [36],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-08,Anderson Marland,39,Los Angeles,California,Anderson's girlfriend called police when he threatened to kill himself with a knife. Anderson left peacefully with police but allegedly became violent and resisted officers while in an ambulance. Officers tased him twice and physically restrained him. He was placed in ICU upon arrival at the hospital and died when he was taken off the respirator 5 days later. The coroner listed the cause of death as neck trauma saying police must have compressed his neck in a choke hold or some other method of restraint causing loss of blood to the brain. [35],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-09,Bailey Michael Anthony,26,Landover,Maryland,An officer on a routine patrol of an area known for narcotics activity encountered Bailey. He fled and resisted efforts to subdue him with a Taser. When Bailey reached for a handgun in his waistband the officer fatally shot him. [34],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-10,Weldon James,,Burkeville,Texas,Officers responded to a report from neighbors' that Weldon told them to “get out of the area” because he had “bombs and booby traps.” When the officers made contact with Weldon he “drew weapons” prompting the officers to fatally shoot him. [33],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-11,Arian Abdul,19,Los Angeles,California,Arian was killed when LAPD officers fired over 90 rounds at him following a chase. Officers' attempts to pull Arian over for erratic driving resulted in a lengthy pursuit on the 101 freeway during which Arian called 911 and made threatening comments. Police eventually rammed into his car and Arian attempted to run before officers shot him to death. He was unarmed. [30],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-11,Soto Mario,41,San Antonio,Texas,Plainclothes officers approached Soto as the prime suspect in recent armed robberies. Soto pulled a handgun from his waistband and shot at least once. Officers returned fire killing him. [31] [32],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-12,Wyatt Rudolph,,New York,New York,Wyatt committed an armed robbery of a pharmacy. Police responded and shot at Wyatt as he fled. A retired and armed NYPD officer heard the shots and fired three times at Wyatt hitting him twice in the head. [25],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-12,Hamlan Abdul,,Las Vegas,Nevada,"Police were called to a home because of a suicidal man with a gun. They arrived to find Hamlan in the garage who was crying and reportedly told officers ""just go ahead and shoot me then."" Hamlan was shot to death after refusing to drop his weapon. [26]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-12,Robinson Tamar,,New York,New York,Officers spotted Robinson trying to load stolen paving stones into his vehicle. As he fled he was struck and killed by a marked squad car. [27],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-12,unnamed male,,Brooklyn,Ohio,Police reported the deaths at a restaurant of a woman a girl and a male suspect. The suspect was shot by police. [28],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-12,unnamed male,,Temple,Pennsylvania,A man drove unto a sidewalk and struck a pedestrian then struck at least two other vehicles. Officers on the scene shot at the vehicle flattening its tires. The man fled on foot then threatened to shoot an officer. That officer shot the man twice who was pronounced dead at a local hospital. [29],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-13,Collins Timothy F. Jr.,17,Wichita,Kansas,Collins was shot in the head by police during a home invasion. [21] [22],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-13,Petrie Gary,,Gambrills,Maryland,Officer responded to a report of a domestic disturbance. A struggle broke out between the officer and a man at the residence. The officer “was in fear for his life” and shot the man who died at a local hospital. [23],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-13,unnamed male,,Dallas,Texas,Officers attempted to stop a vehicle matching the description of one involved in a recent burglary. The van led officers on a chase then crashed. Two suspects were arrested and a third fled on foot. An officer caught the suspect who then violently resisted arrest. The officer fatally shot the suspect “fearing for his life.” [24],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-14,Robinson Darrell C,22,Dolton,Illinois,Officers responded to sounds of gunfire outside a bar. Robinson had shot another man. Robinson shot at officers then fled. Officers exchanged gunfire with him twice before Robinson was shot. Robinson was pronounced dead at a local hospital. [20],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-16,Ramirez George Israel,32,Keyes,California,Deputy Art Parra Jr. shot Ramirez three times while responding to a domestic incident. Witnesses say Ramirez complied with Parra's commands but the officer fired his taser at Ramirez when he asked why he was being arrested. Ramirez fell to the floor and was shot after he got up. Witnesses say the officer threatened to use his firearm and that Ramirez told him to shoot him. [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-17,Carnes Bryan Keith,44,The Woodlands,Texas,An officer attempted to stop a suspect for a traffic violation. Suspect did not stop and led officer on a chase. Officers placed spikes on roadway and three of suspect's tires were deflated. Suspect's vehicle crashed. As officers approached vehicle suspect reportedly yelled “Shoot me” and reached under his seat. An officer fired at least three shots. Suspect was taken to hospital where he died. [17],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-17,unnamed male,,Keene,New Hampshire,Officers responded to a report of a burglary of a business. Two men were apprehended and one fled in a vehicle. He parked the vehicle and got out but when officers ran after him he got back into the vehicle and tried to drive off. Two officers fired at the vehicle killing the suspect. [18],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-18,unnamed male,,Houston,Texas,Suspect attempted armed robbery of three plainclothes narcotics officers in the parking lot behind a restaurant. Two officers shot suspect when he threatened to shoot the third officer. [16],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-19,Gonzales David Paul,,Las Vegas,Nevada,Police attempted to pull over a car with a non-working tail light but the driver sped away and officers used a PIT maneuver to stop the car. Gonzales exited the vehicle and reportedly fired a gun at them. Officer Patrick Burke then shot and killed Gonzales. [15],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-21,Edwards Sharmel,49,Las Vegas,Nevada,Police followed the vehicle Edwards was driving after her male friend had reported it stolen and that she was in possession of a handgun. After the vehicle stopped police attempted communication by loudspeaker for 30 minutes. At that point Edwards exited the vehicle. Police report both hands were on a gun. A witness reports both hands were in the air. Five officers fired on Edwards hitting her multiple times. She died at the scene. [9],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
2012-04-21,Ferri Vincent,41,Loganville,Georgia,Officers attempted to serve Ferri a warrant for a murder. Ferri barricaded himself in his home. After a 13 hour standoff policed used tear gas and an exchange of gunfire ensued. Ferri was found shot in the head. It was later determined that the fatal shot was from a police officer. Ferri was armed with multiple weapons and hundreds of rounds of ammunition. [10] [11],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_April_2012
